myv_van_id,contact_type_name,datetime_canvassed,master_survey_question_name,master_survey_response_name
32623139,Phone,2018-10-27 12:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
7678917,Phone,2018-10-07 20:32:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20213053,Phone,2018-10-04 19:27:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3695079,Phone,2018-10-28 14:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3548034,Phone,2018-10-21 15:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38184068,Phone,2018-10-29 17:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4067171,Phone,2018-10-03 18:16:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3313330,Phone,2018-11-06 09:48:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3557155,Phone,2018-10-18 18:24:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
19282132,Phone,2018-10-04 20:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3582897,Phone,2018-10-09 21:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3815132,Phone,2018-10-25 16:52:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4190681,Phone,2018-10-27 12:59:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2409015,Phone,2018-10-22 17:16:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31484050,Phone,2018-10-27 12:56:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38499632,Phone,2018-11-02 18:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4506189,Phone,2018-10-27 10:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3213898,Phone,2018-10-10 17:49:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3372585,Phone,2018-10-08 20:46:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31835108,Phone,2018-10-24 16:10:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
286189,Phone,2018-10-01 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3313330,Phone,2018-11-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3741738,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4190681,Phone,2018-10-31 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20213053,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3838953,Phone,2018-10-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3389006,Phone,2018-10-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4099783,Phone,2018-10-20 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3352355,Phone,2018-10-09 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3251464,Phone,2018-09-07 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4229247,Phone,2018-07-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3487302,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3737665,Phone,2018-07-11 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3222757,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4217787,Phone,2018-10-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3768876,Phone,2018-10-31 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3838953,Phone,2018-11-01 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3569340,Phone,2018-10-19 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4645192,Phone,2018-10-20 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3976179,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39043514,Phone,2018-09-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3772170,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
31833261,Phone,2018-08-09 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3623578,Phone,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3487302,Phone,2018-09-29 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3696057,Phone,2018-09-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3997791,Phone,2018-09-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4262086,Phone,2018-11-05 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
34888004,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37506471,Phone,2018-10-23 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4092931,Phone,2018-10-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20887359,Phone,2018-09-28 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20158017,Phone,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39622579,Phone,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37669393,Phone,2018-11-05 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
21053632,Phone,2018-10-31 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2136675,Phone,2018-09-18 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20157294,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20055455,Walk,2018-09-02 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3783353,Walk,2018-04-21 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
21023125,Walk,2018-10-07 19:10:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31809623,Walk,2018-10-04 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
16238737,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3741738,Walk,2018-10-21 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2408285,Walk,2018-08-11 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
1943597,Walk,2018-08-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3462356,Walk,2018-10-14 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
9308427,Walk,2018-08-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
32345900,Walk,2018-09-23 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3815706,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3796351,Walk,2018-07-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4327842,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3851637,Walk,2018-03-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
38469156,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3385757,Walk,2018-10-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
6352388,Walk,2018-03-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3796351,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3585694,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
19972026,Walk,2018-08-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3454763,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3463707,Walk,2018-04-06 12:26:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
40575417,Walk,2018-10-22 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
32628591,Walk,2018-10-21 19:33:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3379430,Walk,2018-10-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3498081,Walk,2018-06-19 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
40406384,Walk,2018-08-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39862746,Walk,2018-10-14 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
5068992,Walk,2018-10-16 13:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3458860,Walk,2018-09-22 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37952231,Walk,2018-08-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3733076,Walk,2018-08-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3222073,Walk,2018-07-20 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4535562,Walk,2018-07-01 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4202037,Walk,2018-10-22 12:28:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3568394,Walk,2018-08-18 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3453749,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
36951832,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3232506,Walk,2018-05-08 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
31836571,Walk,2018-07-01 15:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3586573,Walk,2018-10-21 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20325132,Walk,2018-09-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4301805,Walk,2018-06-11 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3937053,Walk,2018-10-02 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
21551142,Walk,2018-10-22 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20114747,Walk,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37786073,Walk,2018-07-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3643322,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
19889950,Walk,2018-11-04 14:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3481674,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3733076,Walk,2018-08-02 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20201188,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39865132,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39005388,Walk,2018-10-06 15:41:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20157754,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
38223745,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
40579709,Walk,2018-10-20 13:26:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3389579,Walk,2018-11-02 18:24:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4524304,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
19972026,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
6865861,Walk,2018-03-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4524304,Walk,2018-09-15 14:10:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
21071784,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4098433,Walk,2018-10-13 15:56:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4276930,Walk,2018-09-26 19:58:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20242692,Walk,2018-10-16 16:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
23119220,Walk,2018-10-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3866826,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3870882,Walk,2018-08-18 12:45:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20476429,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
19586938,Walk,2018-11-01 16:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20318777,Walk,2018-10-25 20:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
12893667,Walk,2018-09-09 17:13:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3887045,Walk,2018-10-08 18:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3535869,Walk,2018-09-23 18:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31826244,Walk,2018-11-04 19:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39872127,Walk,2018-10-21 15:15:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4434047,Walk,2018-09-04 14:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20198396,Walk,2018-08-28 11:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4006508,Walk,2018-09-25 20:09:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3250188,Walk,2018-09-12 12:30:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
9308427,Walk,2018-10-27 13:52:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38455694,Walk,2018-09-26 20:06:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3223248,Walk,2018-10-01 17:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4135650,Walk,2018-10-29 18:53:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39010339,Walk,2018-09-10 14:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3594037,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3485360,Walk,2018-10-06 14:48:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13250077,Walk,2018-08-08 16:22:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
32769243,Walk,2018-11-02 20:49:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3751750,Walk,2018-10-15 20:31:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3507951,Walk,2018-10-21 20:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4494583,Walk,2018-10-22 14:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3705911,Walk,2018-10-19 16:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4476355,Walk,2018-07-29 12:24:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
19890637,Walk,2018-10-22 17:32:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38427680,Walk,2018-09-20 17:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4465336,Walk,2018-09-17 19:37:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13248771,Walk,2018-07-07 11:47:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3346916,Walk,2018-10-14 17:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37104193,Walk,2018-10-30 14:49:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38223745,Walk,2018-08-25 16:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31827069,Walk,2018-09-24 18:47:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
14163972,Walk,2018-10-11 20:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3637027,Walk,2018-10-01 19:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3494601,Walk,2018-10-18 19:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38787879,Walk,2018-09-07 14:08:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3822588,Walk,2018-09-19 18:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4299651,Walk,2018-10-20 20:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29081143,Walk,2018-10-30 17:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3508189,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3690228,Walk,2018-09-17 19:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4464049,Walk,2018-10-20 15:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4007627,Walk,2018-10-21 16:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3077171,Walk,2018-09-01 17:28:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
29081143,Walk,2018-10-01 17:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3882780,Walk,2018-10-03 18:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17632745,Walk,2018-09-16 18:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3389579,Walk,2018-08-10 15:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20672715,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3282918,Walk,2018-10-26 18:53:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3370779,Walk,2018-07-29 18:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37692838,Walk,2018-10-02 17:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37689125,Walk,2018-09-23 18:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3508189,Walk,2018-09-14 12:59:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
40458044,Walk,2018-10-28 15:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
33034627,Walk,2018-09-26 19:09:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4026790,Walk,2018-10-02 14:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3393522,Walk,2018-09-05 12:51:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3873858,Walk,2018-10-21 18:25:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3248074,Walk,2018-10-18 19:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29161822,Walk,2018-11-03 17:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38452969,Walk,2018-10-07 19:47:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3240099,Walk,2018-10-14 20:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4013328,Walk,2018-10-11 18:11:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
33795221,Walk,2018-08-19 15:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29035752,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
574286,Walk,2018-08-18 15:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17702374,Walk,2018-09-30 20:01:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37282505,Walk,2018-11-05 17:17:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39023324,Walk,2018-08-22 12:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3643373,Walk,2018-11-03 14:46:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29195064,Walk,2018-11-04 14:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31826843,Walk,2018-10-20 14:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29034732,Walk,2018-09-26 19:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39873386,Walk,2018-10-25 17:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
32342457,Walk,2018-05-27 16:58:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3848723,Walk,2018-10-14 17:35:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20476429,Walk,2018-08-14 14:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4215275,Walk,2018-09-15 14:52:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3636769,Walk,2018-10-27 11:51:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4335907,Walk,2018-09-26 17:28:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2138515,Walk,2018-10-17 20:21:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
9308325,Walk,2018-10-20 20:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31820906,Walk,2018-09-30 18:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31826244,Walk,2018-11-04 19:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4327842,Walk,2018-07-23 19:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31821699,Walk,2018-10-27 19:06:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3866826,Walk,2018-09-11 18:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39053647,Walk,2018-08-24 18:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20142359,Walk,2018-10-11 17:11:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20245941,Walk,2018-10-16 17:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
21505260,Walk,2018-09-22 14:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3202760,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3581391,Walk,2018-07-08 17:19:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13250077,Walk,2018-08-08 16:22:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17147938,Walk,2018-08-02 19:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3250473,Walk,2018-09-17 18:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4281910,Walk,2018-11-04 18:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20021889,Walk,2018-09-26 17:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4281884,Walk,2018-10-25 19:25:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
405851,Walk,2018-09-16 16:11:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3419860,Walk,2018-10-27 18:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3548034,Walk,2018-07-26 21:31:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3681391,Walk,2018-10-06 14:02:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
10960412,Walk,2018-08-07 16:24:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3793250,Walk,2018-09-23 18:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13561997,Walk,2018-09-30 17:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39329951,Walk,2018-10-03 20:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3938495,Walk,2018-10-08 16:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2168190,Walk,2018-10-15 17:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3695177,Walk,2018-10-31 15:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4006669,Walk,2018-10-24 18:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37497315,Walk,2018-10-28 15:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13658808,Walk,2018-10-21 19:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37680043,Walk,2018-09-21 16:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3548034,Walk,2018-07-26 21:31:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29062423,Walk,2018-10-02 17:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4144094,Walk,2018-09-19 20:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4085451,Walk,2018-10-29 17:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31423401,Walk,2018-08-09 17:43:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4215214,Walk,2018-09-27 20:02:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3313330,Walk,2018-09-26 18:26:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2410117,Walk,2018-10-28 14:23:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3819221,Walk,2018-10-27 13:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39030613,Walk,2018-10-18 14:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4422571,Walk,2018-09-19 20:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2047890,Walk,2018-09-23 21:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3355416,Walk,2018-10-25 14:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
21071784,Walk,2018-09-21 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3993981,Walk,2018-09-20 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38454853,Walk,2018-09-20 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3517431,Walk,2018-10-04 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
5068992,Walk,2018-09-20 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13326302,Walk,2018-08-07 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17757716,Walk,2018-08-13 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4024642,Walk,2018-10-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2156947,Walk,2018-09-23 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29067940,Walk,2018-09-20 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
11824422,Walk,2018-07-14 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3733363,Walk,2018-09-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
38216724,Walk,2018-10-28 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4100146,Walk,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4215275,Walk,2018-10-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
15343792,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4160904,Walk,2018-10-01 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
29234284,Walk,2018-11-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3522928,Walk,2018-09-22 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
19641963,Walk,2018-11-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4013328,Walk,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
23119220,Walk,2018-10-29 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3854469,Walk,2018-10-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
